ID,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
UmVhY3Rpb246NDI4Mjc1,2.0,0.0,6.0,0.0,0.25,0.0,0.75,0.0
UmVhY3Rpb246Njkw,2.0,0.0,6.0,0.0,0.25,0.0,0.75,0.0
UmVhY3Rpb246NzI2,2.0,0.0,6.0,0.0,0.25,0.0,0.75,0.0
UmVhY3Rpb246NDMyOTYx,2.0,0.0,6.0,0.0,0.25,0.0,0.75,0.0
UmVhY3Rpb246NzM2,2.0,0.0,6.0,0.0,0.25,0.0,0.75,0.0
UmVhY3Rpb246NDM1NzQy,2.0,0.0,6.0,0.0,0.25,0.0,0.75,0.0
UmVhY3Rpb246NzYw,2.0,0.0,6.0,0.0,0.25,0.0,0.75,0.0
UmVhY3Rpb246MzM5MDIw,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246MzM5MDIx,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njk1,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njc1,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njg=,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njk=,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njc=,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NjY1,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NzA4,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njg3,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njcz,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NDMzNjc5,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NDMzNjg4,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NDM1NjEx,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246MTc0NDgw,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246MTAz,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NjY5,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njg0,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NjY2,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NDM0MDgy,1.0,0.0,9.928571428571429,1.0,0.08383233532934131,0.0,0.8323353293413174,0.08383233532934131
UmVhY3Rpb246NDM0MDky,1.0,0.0,9.933333333333334,0.9333333333333333,0.08426966292134831,0.0,0.8370786516853932,0.07865168539325842
UmVhY3Rpb246NDM0MDk2,1.0,0.0,9.948717948717949,0.717948717948718,0.08571428571428572,0.0,0.8527472527472528,0.06153846153846154
UmVhY3Rpb246Njk3,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njgy,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246MTM=,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njk5,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246NzA3,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246Njc3,1.0,0.0,10.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
UmVhY3Rpb246MzM5NTg0,2.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
UmVhY3Rpb246MzM5NTg1,2.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
